SourceImage,Label,CorrectedTo
260708_316_H_b2_front_CBS_016,41,True
260708_316_H_b2_front_CBS_016,42,True
260708_316_H_b2_front_CBS_016,43,True
260708_316_H_b2_front_CBS_016,44,True
260708_316_H_b2_front_CBS_016,45,True
260708_316_H_b2_front_CBS_016,47,True
260708_316_H_b2_front_CBS_016,48,True
260708_316_H_b2_front_CBS_016,49,True
260708_316_H_b2_front_CBS_016,50,True
260708_316_H_b2_front_CBS_016,51,True
260708_316_H_b2_front_CBS_016,52,True
260708_316_H_b2_front_CBS_016,54,True
260708_316_H_b2_front_CBS_016,55,True
260708_316_H_b2_front_CBS_016,56,True
260708_316_H_b2_front_CBS_016,57,True
260708_316_H_b2_front_CBS_016,58,True
260708_316_H_b2_front_CBS_016,59,True
260708_316_H_b2_front_CBS_016,60,True
260708_316_H_b2_front_CBS_016,61,True
260708_316_H_b2_front_CBS_016,62,True
260708_316_H_b2_front_CBS_016,63,True
260708_316_H_b2_front_CBS_016,64,True
260708_316_H_b2_front_CBS_016,65,True
260708_316_H_b2_front_CBS_016,66,True
260708_316_H_b2_front_CBS_016,67,True
260708_316_H_b2_front_CBS_016,68,True
260708_316_H_b2_front_CBS_016,69,True
260708_316_H_b2_front_CBS_016,70,True
260708_316_H_b2_front_CBS_016,71,True
260708_316_H_b2_front_CBS_016,72,True
260708_316_H_b2_front_CBS_016,73,True
260708_316_H_b2_front_CBS_016,74,True
260708_316_H_b2_front_CBS_016,75,True
260708_316_H_b2_front_CBS_016,76,True
260708_316_H_b2_front_CBS_016,77,True
260708_316_H_b2_front_CBS_016,78,True
260708_316_H_b2_front_CBS_016,79,True
260708_316_H_b2_front_CBS_016,80,True
260708_316_H_b2_front_CBS_016,81,True
260708_316_H_b2_front_CBS_016,82,True
260708_316_H_b2_front_CBS_016,83,True
260708_316_H_b2_front_CBS_016,84,True
260708_316_H_b2_front_CBS_016,85,True
260708_316_H_b2_front_CBS_016,86,True
260708_316_H_b2_front_CBS_016,87,True
260708_316_H_b2_front_CBS_016,88,True
260708_316_H_b2_front_CBS_016,89,True
260708_316_H_b2_front_CBS_016,90,True
260708_316_H_b2_front_CBS_016,92,True
260708_316_H_b2_front_CBS_016,93,True
260708_316_H_b2_front_CBS_016,94,True
260708_316_H_b2_front_CBS_016,95,True
260708_316_H_b2_front_CBS_016,96,True
260708_316_H_b2_front_CBS_016,97,True
260708_316_H_b2_front_CBS_016,98,True
260708_316_H_b2_front_CBS_016,99,True
260708_316_H_b2_front_CBS_016,100,True
260708_316_H_b2_front_CBS_016,102,True
260708_316_H_b2_front_CBS_016,103,True
260708_316_H_b2_front_CBS_016,104,True
260708_316_H_b2_front_CBS_016,105,True
260708_316_H_b2_front_CBS_016,106,True
260708_316_H_b2_front_CBS_016,107,True
260708_316_H_b2_front_CBS_016,108,True
260708_316_H_b2_front_CBS_016,109,True
260708_316_H_b2_front_CBS_016,110,True
260708_316_H_b2_front_CBS_016,111,True
260708_316_H_b2_front_CBS_016,112,True
260708_316_H_b2_front_CBS_016,114,True
260708_316_H_b2_front_CBS_016,115,True
260708_316_H_b2_front_CBS_016,116,True
260708_316_H_b2_front_CBS_016,117,True
260708_316_H_b2_front_CBS_016,118,True
260708_316_H_b2_front_CBS_016,119,True
260708_316_H_b2_front_CBS_016,120,True
260708_316_H_b2_front_CBS_016,121,True
260708_316_H_b2_front_CBS_016,122,True
260708_316_H_b2_front_CBS_016,123,True
260708_316_H_b2_front_CBS_016,124,True
260708_316_H_b2_front_CBS_016,125,True
260708_316_H_b2_front_CBS_016,126,True
260708_316_H_b2_front_CBS_016,127,True
260708_316_H_b2_front_CBS_016,128,True
260708_316_H_b2_front_CBS_016,129,True
260708_316_H_b2_front_CBS_016,130,True
260708_316_H_b2_front_CBS_016,132,True
260708_316_H_b2_front_CBS_016,133,True
260708_316_H_b2_front_CBS_016,134,True
260708_316_H_b2_front_CBS_016,135,True
260708_316_H_b2_front_CBS_016,136,True
260708_316_H_b2_front_CBS_016,138,True
260708_316_H_b2_front_CBS_016,139,True
260708_316_H_b2_front_CBS_016,140,True
260708_316_H_b2_front_CBS_016,141,True
260708_316_H_b2_front_CBS_016,142,True
260708_316_H_b2_front_CBS_016,143,True
260708_316_H_b2_front_CBS_016,144,True
260708_316_H_b2_front_CBS_016,145,True
260708_316_H_b2_front_CBS_016,146,True
260708_316_H_b2_front_CBS_016,147,True
260708_316_H_b2_front_CBS_016,148,True
260708_316_H_b2_front_CBS_016,149,True
260708_316_H_b2_front_CBS_016,150,True
260708_316_H_b2_front_CBS_016,151,True
260708_316_H_b2_front_CBS_016,152,True
260708_316_H_b2_front_CBS_016,153,True
260708_316_H_b2_front_CBS_016,154,True
260708_316_H_b2_front_CBS_016,155,True
260708_316_H_b2_front_CBS_016,156,True
260708_316_H_b2_front_CBS_016,158,True
260708_316_H_b2_front_CBS_016,160,True
260708_316_H_b2_front_CBS_016,161,True
260708_316_H_b2_front_CBS_016,163,True
260708_316_H_b2_front_CBS_016,164,True
260708_316_H_b2_front_CBS_016,165,True
260708_316_H_b2_front_CBS_016,166,True
260708_316_H_b2_front_CBS_016,167,True
260708_316_H_b2_front_CBS_016,168,True
260708_316_H_b2_front_CBS_016,169,True
260708_316_H_b2_front_CBS_016,170,True
260708_316_H_b2_front_CBS_016,171,True
260708_316_H_b2_front_CBS_016,172,True
260708_316_H_b2_front_CBS_016,173,True
260708_316_H_b2_front_CBS_016,174,True
260708_316_H_b2_front_CBS_016,175,True
260708_316_H_b2_front_CBS_016,176,True
260708_316_H_b2_front_CBS_016,177,True
260708_316_H_b2_front_CBS_016,179,True
260708_316_H_b2_front_CBS_016,180,True
260708_316_H_b2_front_CBS_016,181,True
260708_316_H_b2_front_CBS_016,182,True
260708_316_H_b2_front_CBS_016,183,True
260708_316_H_b2_front_CBS_016,184,True
260708_316_H_b2_front_CBS_016,185,True
260708_316_H_b2_front_CBS_016,186,True
260708_316_H_b2_front_CBS_016,187,True
260708_316_H_b2_front_CBS_016,188,True
260708_316_H_b2_front_CBS_016,189,True
260708_316_H_b2_front_CBS_016,190,True
260708_316_H_b2_front_CBS_016,191,True
260708_316_H_b2_front_CBS_016,192,True
260708_316_H_b2_front_CBS_016,193,True
260708_316_H_b2_front_CBS_016,194,True
260708_316_H_b2_front_CBS_016,195,True
260708_316_H_b2_front_CBS_016,196,True
260708_316_H_b2_front_CBS_016,197,True
260708_316_H_b2_front_CBS_016,198,True
260708_316_H_b2_front_CBS_016,199,True
260708_316_H_b2_front_CBS_016,200,True
260708_316_H_b2_front_CBS_016,202,True
260708_316_H_b2_front_CBS_016,203,True
260708_316_H_b2_front_CBS_016,204,True
260708_316_H_b2_front_CBS_016,205,True
260708_316_H_b2_front_CBS_016,206,True
260708_316_H_b2_front_CBS_016,207,True
260708_316_H_b2_front_CBS_016,208,True
260708_316_H_b2_front_CBS_016,209,True
260708_316_H_b2_front_CBS_016,210,True
260708_316_H_b2_front_CBS_016,212,True
260708_316_H_b2_front_CBS_016,213,True
260708_316_H_b2_front_CBS_016,214,True
260708_316_H_b2_front_CBS_016,215,True
260708_316_H_b2_front_CBS_016,216,True
260708_316_H_b2_front_CBS_016,217,True
260708_316_H_b2_front_CBS_016,218,True
260708_316_H_b2_front_CBS_016,219,True
260708_316_H_b2_front_CBS_016,220,True
260708_316_H_b2_front_CBS_016,221,True
260708_316_H_b2_front_CBS_016,222,True
260708_316_H_b2_front_CBS_016,223,True
260708_316_H_b2_front_CBS_016,224,True
260708_316_H_b2_front_CBS_016,225,True
260708_316_H_b2_front_CBS_016,226,True
260708_316_H_b2_front_CBS_016,228,True
260708_316_H_b2_front_CBS_016,229,True
260708_316_H_b2_front_CBS_016,230,True
260708_316_H_b2_front_CBS_016,231,True
260708_316_H_b2_front_CBS_016,233,True
260708_316_H_b2_front_CBS_016,235,True
260708_316_H_b2_front_CBS_016,236,True
260708_316_H_b2_front_CBS_016,237,True
260708_316_H_b2_front_CBS_016,238,True
260708_316_H_b2_front_CBS_016,239,True
260708_316_H_b2_front_CBS_016,241,True
260708_316_H_b2_front_CBS_016,242,True
260708_316_H_b2_front_CBS_016,243,True
260708_316_H_b2_front_CBS_016,245,True
260708_316_H_b2_front_CBS_016,246,True
260708_316_H_b2_front_CBS_016,247,True
260708_316_H_b2_front_CBS_016,248,True
260708_316_H_b2_front_CBS_016,249,True
260708_316_H_b2_front_CBS_016,250,True
260708_316_H_b2_front_CBS_016,252,True
260708_316_H_b2_front_CBS_016,253,True
260708_316_H_b2_front_CBS_016,254,True
260708_316_H_b2_front_CBS_016,255,True
260708_316_H_b2_front_CBS_016,256,True
260708_316_H_b2_front_CBS_016,257,True
260708_316_H_b2_front_CBS_016,258,True
260708_316_H_b2_front_CBS_016,259,True
260708_316_H_b2_front_CBS_016,260,True
260708_316_H_b2_front_CBS_016,261,True
260708_316_H_b2_front_CBS_016,262,True
260708_316_H_b2_front_CBS_016,263,True
260708_316_H_b2_front_CBS_016,264,True
260708_316_H_b2_front_CBS_016,265,True
260708_316_H_b2_front_CBS_016,266,True
260708_316_H_b2_front_CBS_016,267,True
260708_316_H_b2_front_CBS_016,268,True
260708_316_H_b2_front_CBS_016,269,True
260708_316_H_b2_front_CBS_016,270,True
260708_316_H_b2_front_CBS_016,271,True
260708_316_H_b2_front_CBS_016,272,True
260708_316_H_b2_front_CBS_016,273,True
260708_316_H_b2_front_CBS_016,274,True
260708_316_H_b2_front_CBS_016,275,True
260708_316_H_b2_front_CBS_016,276,True
260708_316_H_b2_front_CBS_016,278,True
260708_316_H_b2_front_CBS_016,279,True
260708_316_H_b2_front_CBS_016,280,True
260708_316_H_b2_front_CBS_016,281,True
260708_316_H_b2_front_CBS_016,282,True
260708_316_H_b2_front_CBS_016,283,True
260708_316_H_b2_front_CBS_016,284,True
260708_316_H_b2_front_CBS_016,285,True
260708_316_H_b2_front_CBS_016,286,True
260708_316_H_b2_front_CBS_016,287,True
260708_316_H_b2_front_CBS_016,288,True
260708_316_H_b2_front_CBS_016,289,True
260708_316_H_b2_front_CBS_016,290,True
260708_316_H_b2_front_CBS_016,291,True
260708_316_H_b2_front_CBS_016,292,True
260708_316_H_b2_front_CBS_016,293,True
260708_316_H_b2_front_CBS_016,294,True
260708_316_H_b2_front_CBS_016,296,True
260708_316_H_b2_front_CBS_016,297,True
260708_316_H_b2_front_CBS_016,298,True
260708_316_H_b2_front_CBS_016,299,True
260708_316_H_b2_front_CBS_016,300,True
260708_316_H_b2_front_CBS_016,301,True
260708_316_H_b2_front_CBS_016,302,True
260708_316_H_b2_front_CBS_016,305,True
260708_316_H_b2_front_CBS_016,306,True
260708_316_H_b2_front_CBS_016,309,True
260708_316_H_b2_front_CBS_016,295,True
260708_316_H_b2_front_CBS_016,303,True
260708_316_H_b2_front_CBS_016,304,True
260708_316_H_b2_front_CBS_016,307,True
260708_316_H_b2_front_CBS_016,308,True
260708_316_H_b2_front_CBS_016,310,True
260708_316_H_b2_front_CBS_016,311,True
260708_316_H_b2_front_CBS_016,313,True
260708_316_H_b2_front_CBS_016,315,True
260708_316_H_b2_front_CBS_016,321,True
260708_316_H_b2_front_CBS_016,324,True
260708_316_H_b2_front_CBS_016,325,True
260708_316_H_b2_front_CBS_016,326,True
260708_316_H_b2_front_CBS_016,329,True
260708_316_H_b2_front_CBS_016,330,True
260708_316_H_b2_front_CBS_016,331,True
260708_316_H_b2_front_CBS_016,332,True
260708_316_H_b2_front_CBS_016,333,True
260708_316_H_b2_front_CBS_012,152,True
260708_316_H_b2_front_CBS_012,152,erased
260708_316_H_b2_front_CBS_012,152,False
260708_316_H_b2_front_CBS_012,161,False
260708_316_H_b2_front_CBS_008,3,True
260708_316_H_b2_front_CBS_008,4,True
260708_316_H_b2_front_CBS_008,5,True
260708_316_H_b2_front_CBS_008,6,True
260708_316_H_b2_front_CBS_008,7,True
260708_316_H_b2_front_CBS_008,13,True
260708_316_H_b2_front_CBS_008,16,True
260708_316_H_b2_front_CBS_008,3,True
260708_316_H_b2_front_CBS_008,5,True
260708_316_H_b2_front_CBS_008,24,True
260708_316_H_b2_front_CBS_007,21,erased
260708_316_H_b2_front_CBS_007,23,erased
260708_316_H_b2_front_CBS_007,28,erased
260708_316_H_b2_front_CBS_007,29,erased
260708_316_H_b2_front_CBS_007,52,erased
260708_316_H_b2_front_CBS_007,54,erased
260708_316_H_b2_front_CBS_007,86,erased
260708_316_H_b2_front_CBS_007,23,True
260708_316_H_b2_front_CBS_007,2091,erased
260708_316_H_b2_front_CBS_016,113,erased
260708_316_H_b2_front_CBS_016,7,False
260708_316_H_b2_front_CBS_016,133,True
260708_316_H_b2_front_CBS_016,157,True
260708_316_H_b2_front_CBS_016,101,True
260708_316_H_b2_front_CBS_016,113,True
260708_316_H_b2_front_CBS_016,2,True
260708_316_H_b2_front_CBS_016,113,True
260708_316_H_b2_front_CBS_016,25,True
260708_316_H_b2_front_CBS_016,290,True
260622_316_H_b2_back_CBS_01,241,erased
260622_316_H_b2_back_CBS_01,438,erased
260622_316_H_b2_back_CBS_01,450,erased
260622_316_H_b2_back_CBS_01,452,erased
260622_316_H_b2_back_CBS_01,453,erased
260622_316_H_b2_back_CBS_01,455,erased
260622_316_H_b2_back_CBS_01,456,erased
260622_316_H_b2_back_CBS_01,460,erased
260622_316_H_b2_back_CBS_01,466,erased
260622_316_H_b2_back_CBS_01,469,erased
260622_316_H_b2_back_CBS_01,905,erased
260622_316_H_b2_back_CBS_01,906,erased
260622_316_H_b2_back_CBS_01,907,erased
260622_316_H_b2_back_CBS_01,908,erased
260622_316_H_b2_back_CBS_01,909,erased
260622_316_H_b2_back_CBS_01,910,erased
260622_316_H_b2_back_CBS_01,941,erased
260708_316_H_b2_front_CBS_003,91,True
260708_316_H_b2_front_CBS_003,96,True
260708_316_H_b2_front_CBS_003,96,False
260708_316_H_b2_front_CBS_003,96,True
260708_316_H_b2_front_CBS_003,108,True
260708_316_H_b2_front_CBS_003,91,True
260708_316_H_b2_front_CBS_003,96,True
260708_316_H_b2_front_CBS_003,100,True
260708_316_H_b2_front_CBS_003,111,True
260708_316_H_b2_front_CBS_003,143,True
260708_316_H_b2_front_CBS_003,145,True
260708_316_H_b2_front_CBS_003,154,True
260708_316_H_b2_front_CBS_003,155,True
260708_316_H_b2_front_CBS_003,156,True
260708_316_H_b2_front_CBS_003,237,True
260708_316_H_b2_front_CBS_003,240,True
260708_316_H_b2_front_CBS_003,243,True
260708_316_H_b2_front_CBS_003,245,True
260708_316_H_b2_front_CBS_003,251,True
260708_316_H_b2_front_CBS_003,96,False
260708_316_H_b2_front_CBS_003,126,False
260622_316_H_b2_back_CBS_01,408,True
260622_316_H_b2_back_CBS_01,408,False
260622_316_H_b2_back_CBS_01,374,True
260622_316_H_b2_back_CBS_01,374,False
260622_316_H_b2_back_CBS_01,374,True
260622_316_H_b2_back_CBS_01,408,True
260622_316_H_b2_back_CBS_01,536,True
260622_316_H_b2_back_CBS_01,503,True
260622_316_H_b2_back_CBS_01,503,False
260622_316_H_b2_back_CBS_01,342,True
260622_316_H_b2_back_CBS_01,503,True
260622_316_H_b2_back_CBS_01,241,True
260622_316_H_b2_back_CBS_01,295,True
260622_316_H_b2_back_CBS_01,373,True
260622_316_H_b2_back_CBS_01,795,True
HIP_24hr_SE_Side_006,8,True
HIP_24hr_SE_Side_006,229,True
HIP_24hr_SE_Side_006,36,True
HIP_24hr_SE_Side_006,40,True
HIP_24hr_SE_Side_006,177,True
HIP_24hr_SE_Side_006,27,True
HIP_24hr_SE_Side_006,46,True
HIP_24hr_SE_Side_006,83,True
HIP_24hr_SE_Side_006,23,True
HIP_24hr_SE_Side_006,148,True
HIP_24hr_SE_Side_006,238,True
HIP_24hr_SE_Side_006,49,True
HIP_24hr_SE_Side_006,152,True
HIP_24hr_SE_Side_006,157,True
HIP_24hr_SE_Side_006,151,True
HIP_24hr_SE_Side_006,161,True
HIP_24hr_SE_Side_006,160,True
MAR_Amb_AS_ETD_0002,1,erased
MAR_Amb_AS_ETD_0002,17,erased
MAR_Amb_AS_ETD_0002,98,erased
MAR_Amb_AS_ETD_0002,144,erased
MAR_Amb_AS_ETD_0002,124,erased
MAR_Amb_AS_ETD_0002,117,erased
MAR_Amb_AS_ETD_0002,191,erased
MAR_Amb_AS_ETD_0002,231,erased
MAR_Amb_AS_ETD_0002,180,erased
MAR_Amb_AS_ETD_0002,174,erased
MAR_Amb_AS_ETD_0002,220,erased
MAR_Amb_AS_ETD_0002,22,True
MAR_Amb_AS_ETD_0002,626,True
MAR_Amb_AS_CBS_0004,622,True
MAR_Amb_AS_CBS_0004,578,True
MAR_Amb_AS_CBS_0004,363,True
MAR_Amb_AS_CBS_0004,204,True
MAR_Amb_AS_CBS_0004,884,True
MAR_Amb_AS_CBS_0004,476,True
MAR_Amb_AS_CBS_0004,799,True
MAR_Amb_AS_CBS_0004,757,True
MAR_Amb_AS_CBS_0004,1014,True
MAR_Amb_AS_CBS_0004,1163,True
MAR_Amb_AS_CBS_0004,825,True
MAR_Amb_AS_CBS_0004,1111,True
MAR_Amb_AS_CBS_0004,1148,True
MAR_Amb_AS_CBS_0004,33,True
MAR_Amb_AS_CBS_0004,898,True
MAR_Amb_AS_CBS_0004,918,True
MAR_Amb_AS_CBS_0004,317,True
MAR_Amb_AS_CBS_0004,924,True
MAR_Amb_AS_CBS_0004,14,True
MAR_Amb_AS_CBS_0004,574,True
MAR_Amb_AS_CBS_0003,1036,True
MAR_Amb_AS_CBS_0003,1110,True
MAR_Amb_AS_CBS_0003,867,True
MAR_Amb_AS_CBS_0003,731,True
MAR_Amb_AS_CBS_0003,713,True
MAR_Amb_AS_CBS_0003,921,True
MAR_Amb_AS_CBS_0003,1028,True
MAR_Amb_AS_CBS_0003,965,True
MAR_Amb_AS_CBS_0003,688,True
MAR_Amb_AS_CBS_0003,1147,True
MAR_Amb_AS_CBS_0003,910,True
MAR_Amb_AS_CBS_0003,1021,True
MAR_Amb_AS_CBS_0003,535,True
MAR_Amb_AS_CBS_0003,10,erased
MAR_Amb_AS_CBS_0003,7,erased
MAR_Amb_AS_CBS_0003,2,erased
MAR_Amb_AS_CBS_0003,46,erased
MAR_Amb_AS_CBS_0003,82,erased
MAR_Amb_AS_CBS_0003,1,erased
MAR_Amb_HIP_ETD_0005,99,True
MAR_Amb_HIP_ETD_0005,128,True
MAR_Amb_HIP_ETD_0005,7,True
MAR_Amb_HIP_ETD_0005,46,True
MAR_Amb_HIP_ETD_0005,468,erased
MAR_Amb_HIP_ETD_0005,477,erased
MAR_Amb_HIP_ETD_0005,506,erased
MAR_Amb_HIP_ETD_0005,507,erased
MAR_Amb_HIP_ETD_0005,502,erased
MAR_Amb_HIP_ETD_0005,509,erased
MAR_Amb_Cast_ETD_0003,60,True
MAR_Amb_Cast_ETD_0003,25,True
MAR_Amb_Cast_ETD_0003,24,True
MAR_Amb_Cast_ETD_0003,226,True
MAR_Amb_Cast_ETD_0003,238,True
MAR_Amb_Cast_ETD_0003,72,True
MAR_Amb_Cast_ETD_0003,185,True
MAR_Amb_Cast_ETD_0003,171,True
MAR_Amb_Cast_ETD_0003,147,True
MAR_Amb_Cast_ETD_0003,374,True
MAR_Amb_Cast_ETD_0003,49,True
MAR_Amb_Cast_ETD_0003,322,True
MAR_Amb_Cast_ETD_0003,175,True
MAR_Amb_Cast_ETD_0003,161,True
MAR_Amb_Cast_ETD_0003,114,True
MAR_Amb_Cast_ETD_0003,154,True
MAR_Amb_Cast_ETD_0003,158,True
MAR_Amb_Cast_ETD_0003,28,True
AS_24hr_BSE_Side_008,1,True
AS_24hr_BSE_Side_008,2,True
AS_24hr_BSE_Side_008,3,True
AS_24hr_BSE_Side_008,4,True
AS_24hr_BSE_Side_008,5,True
AS_24hr_BSE_Side_008,8,True
AS_24hr_BSE_Side_008,9,True
AS_24hr_BSE_Side_008,11,True
AS_24hr_BSE_Side_008,13,True
AS_24hr_BSE_Side_008,14,True
AS_24hr_BSE_Side_008,15,True
AS_24hr_BSE_Side_008,17,True
AS_24hr_BSE_Side_008,18,True
AS_24hr_BSE_Side_008,31,True
AS_24hr_BSE_Side_008,35,True
AS_24hr_BSE_Side_008,39,True
AS_24hr_BSE_Side_008,47,True
AS_24hr_BSE_Side_008,61,True
AS_24hr_BSE_Side_008,65,True
AS_24hr_BSE_Side_008,69,True
AS_24hr_BSE_Side_008,73,True
AS_24hr_BSE_Side_008,78,True
AS_24hr_BSE_Side_008,82,True
AS_24hr_BSE_Side_008,84,True
AS_24hr_BSE_Side_008,85,True
AS_24hr_BSE_Side_008,86,True
AS_24hr_BSE_Side_008,88,True
AS_24hr_BSE_Side_008,91,True
AS_24hr_BSE_Side_008,92,True
AS_24hr_BSE_Side_008,93,True
AS_24hr_BSE_Side_008,95,True
AS_24hr_BSE_Side_008,100,True
AS_24hr_BSE_Side_008,103,True
AS_24hr_BSE_Side_008,105,True
AS_24hr_BSE_Side_008,108,True
AS_24hr_BSE_Side_008,114,True
AS_24hr_BSE_Side_008,116,True
AS_24hr_BSE_Side_008,118,True
AS_24hr_BSE_Side_008,130,True
AS_24hr_BSE_Side_008,136,True
AS_24hr_BSE_Side_008,137,True
AS_24hr_BSE_Side_008,140,True
AS_24hr_BSE_Side_008,142,True
AS_24hr_BSE_Side_008,144,True
AS_24hr_BSE_Side_008,152,True
AS_24hr_BSE_Side_008,157,True
AS_24hr_BSE_Side_008,160,True
AS_24hr_BSE_Side_008,164,True
AS_24hr_BSE_Side_008,165,True
AS_24hr_BSE_Side_008,170,True
AS_24hr_BSE_Side_008,173,True
AS_24hr_BSE_Side_008,174,True
AS_24hr_BSE_Side_008,177,True
AS_24hr_BSE_Side_008,183,True
AS_24hr_BSE_Side_008,184,True
AS_24hr_BSE_Side_008,185,True
AS_24hr_BSE_Side_008,189,True
AS_24hr_BSE_Side_008,191,True
AS_24hr_BSE_Side_008,194,True
AS_24hr_BSE_Side_008,195,True
AS_24hr_BSE_Side_008,212,True
AS_24hr_BSE_Side_008,218,True
AS_24hr_BSE_Side_008,227,True
AS_24hr_BSE_Side_008,228,True
AS_24hr_BSE_Side_008,230,True
AS_24hr_BSE_Side_008,233,True
AS_24hr_BSE_Side_008,237,True
AS_24hr_BSE_Side_008,239,True
AS_24hr_BSE_Side_008,240,True
AS_24hr_BSE_Side_008,241,True
AS_24hr_BSE_Side_008,243,True
AS_24hr_BSE_Side_008,249,True
AS_24hr_BSE_Side_008,250,True
AS_24hr_BSE_Side_008,251,True
AS_24hr_BSE_Side_008,262,True
AS_24hr_BSE_Side_008,263,True
AS_24hr_BSE_Side_008,265,True
AS_24hr_BSE_Side_008,268,True
AS_24hr_BSE_Side_008,272,True
AS_24hr_BSE_Side_008,275,True
AS_24hr_BSE_Side_008,277,True
AS_24hr_BSE_Side_008,278,True
AS_24hr_BSE_Side_008,280,True
AS_24hr_BSE_Side_008,281,True
AS_24hr_BSE_Side_008,284,True
AS_24hr_BSE_Side_008,290,True
AS_24hr_BSE_Side_008,294,True
AS_24hr_BSE_Side_008,302,True
AS_24hr_BSE_Side_008,308,True
AS_24hr_BSE_Side_008,311,True
AS_24hr_BSE_Side_008,316,True
AS_24hr_BSE_Side_008,317,True
AS_24hr_BSE_Side_008,319,True
AS_24hr_BSE_Side_008,324,True
AS_24hr_BSE_Side_008,326,True
AS_24hr_BSE_Side_008,328,True
AS_24hr_BSE_Side_008,329,True
AS_24hr_BSE_Side_008,330,True
AS_24hr_BSE_Side_008,337,True
AS_24hr_BSE_Side_008,346,True
AS_24hr_BSE_Side_008,354,True
AS_24hr_BSE_Side_008,361,True
AS_24hr_BSE_Side_008,362,True
AS_24hr_BSE_Side_008,366,True
AS_24hr_BSE_Side_008,367,True
AS_24hr_BSE_Side_008,373,True
AS_24hr_BSE_Side_008,375,True
AS_24hr_BSE_Side_008,379,True
AS_24hr_BSE_Side_008,381,True
AS_24hr_BSE_Side_008,384,True
AS_24hr_BSE_Side_008,389,True
AS_24hr_BSE_Side_008,402,True
AS_24hr_BSE_Side_008,405,True
AS_24hr_BSE_Side_008,408,True
AS_24hr_BSE_Side_008,417,True
AS_24hr_BSE_Side_008,422,True
AS_24hr_BSE_Side_008,424,True
AS_24hr_BSE_Side_008,431,True
AS_24hr_BSE_Side_008,435,True
AS_24hr_BSE_Side_008,438,True
AS_24hr_BSE_Side_008,446,True
AS_24hr_BSE_Side_008,453,True
AS_24hr_BSE_Side_008,457,True
AS_24hr_BSE_Side_008,459,True
AS_24hr_BSE_Side_008,469,True
AS_24hr_BSE_Side_008,481,True
AS_24hr_BSE_Side_008,483,True
AS_24hr_BSE_Side_008,484,True
AS_24hr_BSE_Side_008,485,True
AS_24hr_BSE_Side_008,486,True
AS_24hr_BSE_Side_008,488,True
AS_24hr_BSE_Side_008,499,True
AS_24hr_BSE_Side_008,507,True
AS_24hr_BSE_Side_008,512,True
AS_24hr_BSE_Side_008,524,True
AS_24hr_BSE_Side_008,527,True
AS_24hr_BSE_Side_008,531,True
AS_24hr_BSE_Side_008,536,True
AS_24hr_BSE_Side_008,545,True
AS_24hr_BSE_Side_008,550,True
AS_24hr_BSE_Side_008,557,True
AS_24hr_BSE_Side_008,560,True
AS_24hr_BSE_Side_008,561,True
AS_24hr_BSE_Side_008,565,True
AS_24hr_BSE_Side_008,571,True
AS_24hr_BSE_Side_008,573,True
AS_24hr_BSE_Side_008,574,True
AS_24hr_BSE_Side_008,578,True
AS_24hr_BSE_Side_008,595,True
AS_24hr_BSE_Side_008,596,True
AS_24hr_BSE_Side_008,602,True
AS_24hr_BSE_Side_008,605,True
AS_24hr_BSE_Side_008,614,True
AS_24hr_BSE_Side_008,618,True
AS_24hr_BSE_Side_008,620,True
AS_24hr_BSE_Side_008,623,True
AS_24hr_BSE_Side_008,629,True
AS_24hr_BSE_Side_008,630,True
AS_24hr_BSE_Side_008,663,True
AS_24hr_BSE_Side_008,668,True
AS_24hr_BSE_Side_008,672,True
AS_24hr_BSE_Side_008,673,True
AS_24hr_BSE_Side_008,676,True
AS_24hr_BSE_Side_008,678,True
AS_24hr_BSE_Side_008,684,True
AS_24hr_BSE_Side_008,688,True
AS_24hr_BSE_Side_008,696,True
AS_24hr_BSE_Side_008,702,True
AS_24hr_BSE_Side_008,704,True
AS_24hr_BSE_Side_008,713,True
AS_24hr_BSE_Side_008,717,True
AS_24hr_BSE_Side_008,718,True
AS_24hr_BSE_Side_008,719,True
AS_24hr_BSE_Side_008,720,True
AS_24hr_BSE_Side_008,721,True
AS_24hr_BSE_Side_008,728,True
AS_24hr_BSE_Side_008,735,True
AS_24hr_BSE_Side_008,736,True
AS_24hr_BSE_Side_008,740,True
AS_24hr_BSE_Side_008,745,True
AS_24hr_BSE_Side_008,746,True
AS_24hr_BSE_Side_008,750,True
AS_24hr_BSE_Side_008,756,True
AS_24hr_BSE_Side_008,758,True
AS_24hr_BSE_Side_008,761,True
AS_24hr_BSE_Side_008,764,True
AS_24hr_BSE_Side_008,767,True
AS_24hr_BSE_Side_008,768,True
AS_24hr_BSE_Side_008,770,True
AS_24hr_BSE_Side_008,780,True
AS_24hr_BSE_Side_008,783,True
AS_24hr_BSE_Side_008,787,True
AS_24hr_BSE_Side_008,799,True
AS_24hr_BSE_Side_008,803,True
AS_24hr_BSE_Side_008,804,True
AS_24hr_BSE_Side_008,807,True
AS_24hr_BSE_Side_008,818,True
AS_24hr_BSE_Side_008,819,True
AS_24hr_BSE_Side_008,822,True
AS_24hr_BSE_Side_008,824,True
AS_24hr_BSE_Side_008,827,True
AS_24hr_BSE_Side_008,830,True
AS_24hr_BSE_Side_008,836,True
AS_24hr_BSE_Side_008,841,True
AS_24hr_BSE_Side_008,846,True
AS_24hr_BSE_Side_008,851,True
